2024-12-04 12:45:41,135 INFO    MainThread:79792 [wandb_setup.py:_flush():79] Current SDK version is 0.18.7
2024-12-04 12:45:41,136 INFO    MainThread:79792 [wandb_setup.py:_flush():79] Configure stats pid to 79792
2024-12-04 12:45:41,136 INFO    MainThread:79792 [wandb_setup.py:_flush():79] Loading settings from /Users/esenov/.config/wandb/settings
2024-12-04 12:45:41,136 INFO    MainThread:79792 [wandb_setup.py:_flush():79] Loading settings from /Users/esenov/Documents/GitHub/jaxrc/case0inv/wandb/settings
2024-12-04 12:45:41,136 INFO    MainThread:79792 [wandb_setup.py:_flush():79] Loading settings from environment variables: {}
2024-12-04 12:45:41,136 INFO    MainThread:79792 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-12-04 12:45:41,136 INFO    MainThread:79792 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program_relpath': 'case0inv/main.py', 'program_abspath': '/Users/esenov/Documents/GitHub/jaxrc/case0inv/main.py', 'program': '/Users/esenov/Documents/GitHub/jaxrc/case0inv/main.py'}
2024-12-04 12:45:41,136 INFO    MainThread:79792 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-12-04 12:45:41,136 INFO    MainThread:79792 [wandb_init.py:_log_setup():533] Logging user logs to /Users/esenov/Documents/GitHub/jaxrc/case0inv/wandb/run-20241204_124541-y1p2nbrd/logs/debug.log
2024-12-04 12:45:41,136 INFO    MainThread:79792 [wandb_init.py:_log_setup():534] Logging internal logs to /Users/esenov/Documents/GitHub/jaxrc/case0inv/wandb/run-20241204_124541-y1p2nbrd/logs/debug-internal.log
2024-12-04 12:45:41,137 INFO    MainThread:79792 [wandb_init.py:init():619] calling init triggers
2024-12-04 12:45:41,137 INFO    MainThread:79792 [wandb_init.py:init():626] wandb.init called with sweep_config: {}
config: {}
2024-12-04 12:45:41,137 INFO    MainThread:79792 [wandb_init.py:init():669] starting backend
2024-12-04 12:45:41,137 INFO    MainThread:79792 [wandb_init.py:init():673] sending inform_init request
2024-12-04 12:45:41,139 INFO    MainThread:79792 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-12-04 12:45:41,140 INFO    MainThread:79792 [wandb_init.py:init():686] backend started and connected
2024-12-04 12:45:41,144 INFO    MainThread:79792 [wandb_init.py:init():781] updated telemetry
2024-12-04 12:45:41,178 INFO    MainThread:79792 [wandb_init.py:init():814] communicating run to backend with 90.0 second timeout
2024-12-04 12:45:41,636 INFO    MainThread:79792 [wandb_init.py:init():867] starting run threads in backend
2024-12-04 12:45:44,476 INFO    MainThread:79792 [wandb_run.py:_console_start():2456] atexit reg
2024-12-04 12:45:44,476 INFO    MainThread:79792 [wandb_run.py:_redirect():2305] redirect: wrap_raw
2024-12-04 12:45:44,477 INFO    MainThread:79792 [wandb_run.py:_redirect():2370] Wrapping output streams.
2024-12-04 12:45:44,477 INFO    MainThread:79792 [wandb_run.py:_redirect():2395] Redirects installed.
2024-12-04 12:45:44,489 INFO    MainThread:79792 [wandb_init.py:init():911] run started, returning control to user process
